,respondent_id,h1n1_concern,h1n1_knowledge,behavioral_antiviral_meds,behavioral_avoidance,behavioral_face_mask,behavioral_wash_hands,behavioral_large_gatherings,behavioral_outside_home,behavioral_touch_face,doctor_recc_h1n1,doctor_recc_seasonal,chronic_med_condition,child_under_6_months,health_worker,opinion_h1n1_vacc_effective,opinion_h1n1_risk,opinion_h1n1_sick_from_vacc,opinion_seas_vacc_effective,opinion_seas_risk,opinion_seas_sick_from_vacc,age_group,education,race,sex,income_poverty,marital_status,rent_or_own,employment_status,hhs_geo_region,census_msa,household_adults,household_children,h1n1_vaccine,seasonal_vaccine
10097,10097,3.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,3.0,3.0,4.0,2.0,1.0,4,0,0,1,2,1,1,1,6,1,0.0,0.0,0,1
10098,10098,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,2,3,2,0,0,0,1,1,7,0,1.0,1.0,0,0
10099,10099,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,4.0,1.0,1.0,0,3,3,0,0,1,0,0,8,1,1.0,3.0,0,0
10100,10100,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,5.0,2.0,1.0,0,3,3,0,0,1,1,0,3,0,1.0,0.0,0,0
10101,10101,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,4.0,2.0,5.0,4.0,1.0,4,0,3,0,0,0,0,1,1,1,1.0,0.0,1,1
10102,10102,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,2.0,1.0,5.0,4.0,0,2,1,1,0,1,1,1,7,1,1.0,0.0,0,0
10103,10103,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,5.0,2.0,1.0,0,0,3,1,1,0,0,0,8,1,1.0,3.0,0,1
10104,10104,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,4.0,4.0,1.0,0,2,3,1,0,0,0,0,1,0,1.0,1.0,1,1
10105,10105,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,1.0,4.0,5.0,1.0,2,3,3,0,0,0,0,0,9,0,2.0,1.0,0,1
10106,10106,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,5.0,4.0,1.0,3,2,3,0,1,0,0,0,6,1,1.0,0.0,0,1
10107,10107,3.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,4.0,1.0,5.0,2.0,1.0,2,3,3,0,0,0,0,0,3,2,1.0,0.0,1,1
10108,10108,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,2.0,2.0,5.0,0,3,1,0,0,0,0,1,4,0,1.0,3.0,0,0
10109,10109,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0,2.0,5.0,4.0,1.0,4,0,3,0,0,0,0,1,0,0,1.0,0.0,0,1
10110,10110,3.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,4.0,1.0,4.0,4.0,4.0,1,2,3,1,1,1,0,0,6,1,1.0,0.0,1,1
10111,10111,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,4.0,2.0,1.0,0,0,3,1,0,0,1,0,3,0,2.0,0.0,0,0
10112,10112,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,2.0,4.0,2.0,1.0,1,2,3,0,0,0,1,0,8,2,0.0,0.0,1,1
10113,10113,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,5.0,4.0,5.0,4.0,4.0,3,2,3,0,0,0,1,0,3,1,1.0,0.0,1,1
10114,10114,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,2.0,4.0,4.0,1.0,0,2,3,1,0,0,0,0,9,2,2.0,1.0,0,0
10115,10115,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,2.0,1.0,2.0,0,2,2,1,0,0,0,0,6,2,2.0,2.0,1,0
10116,10116,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,3.0,4,2,3,0,0,0,0,1,7,0,1.0,0.0,0,0
10117,10117,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,5.0,4.0,1.0,1,3,3,1,1,0,0,0,8,2,1.0,0.0,0,1
10118,10118,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,4.0,2.0,4.0,4.0,2.0,4,0,0,1,0,0,0,1,3,2,1.0,0.0,0,0
10119,10119,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,4.0,1.0,1.0,3,2,3,0,1,0,0,0,8,0,1.0,0.0,0,0
10120,10120,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,4.0,2.0,1.0,2,3,2,0,1,0,0,0,5,2,1.0,0.0,0,0
10121,10121,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,3,0,0,1,0,1,0,0,2.0,0.0,1,1
10122,10122,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,4.0,4.0,5.0,4.0,1.0,2,3,3,0,1,0,0,1,8,0,2.0,1.0,1,1
10123,10123,3.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,5.0,1.0,4.0,5.0,1.0,3,2,3,0,1,0,0,1,8,0,1.0,0.0,0,1
10124,10124,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,5.0,5.0,4.0,2.0,4.0,2.0,0,2,3,0,1,0,0,0,9,0,1.0,0.0,1,0
10125,10125,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,2.0,4.0,5.0,4.0,4.0,2,3,3,1,1,0,0,0,3,0,1.0,0.0,0,1
10126,10126,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,2.0,4.0,2.0,1.0,3,2,3,0,0,1,0,1,4,1,0.0,0.0,0,1
10127,10127,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,1.0,4.0,4.0,2.0,1,2,3,0,0,1,1,0,9,2,0.0,0.0,0,1
10128,10128,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,3.0,4.0,5.0,4.0,2.0,4,0,3,0,0,0,0,1,8,1,2.0,0.0,0,1
10129,10129,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,2.0,5.0,4.0,4.0,5.0,3,3,3,0,2,1,1,0,1,2,1.0,0.0,0,0
10130,10130,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,2.0,2.0,4,2,3,1,0,1,0,1,1,0,0.0,0.0,0,1
10131,10131,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,4.0,1,2,3,1,0,0,0,0,8,2,1.0,3.0,0,0
10132,10132,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,2.0,4.0,1.0,2.0,3,0,3,0,0,1,0,0,9,0,0.0,0.0,0,1
10133,10133,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,2.0,4.0,1.0,2.0,2,0,3,1,0,1,0,0,6,1,0.0,0.0,0,0
10134,10134,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,0,0,3,0,1,0,0,0,0,2,1.0,2.0,0,0
10135,10135,3.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,5.0,1.0,5.0,5.0,5.0,2,2,3,1,1,0,0,0,5,2,2.0,1.0,1,1
10136,10136,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,4.0,2.0,2.0,4,2,3,0,0,1,0,1,1,0,0.0,0.0,0,0
10137,10137,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,2.0,5.0,4.0,1.0,3,2,3,1,0,0,0,1,9,0,1.0,0.0,1,1
10138,10138,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,4.0,2.0,5.0,4.0,2.0,4,0,3,0,0,0,0,1,6,0,1.0,0.0,0,1
10139,10139,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,3,1,3,1,0,0,0,1,6,2,2.0,0.0,0,0
10140,10140,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,4.0,4.0,2.0,0,0,3,1,0,1,1,2,9,0,0.0,0.0,0,0
10141,10141,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,4.0,2.0,4.0,3,2,3,1,1,1,0,1,9,1,1.0,0.0,0,0
10142,10142,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,4.0,2.0,2.0,4,0,3,0,1,0,0,1,1,2,1.0,0.0,0,0
10143,10143,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,4,0,0,1,0,1,0,1,6,1,0.0,0.0,1,0
10144,10144,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,5.0,4.0,2.0,3,0,3,0,0,1,0,1,7,1,1.0,0.0,0,0
10145,10145,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,5.0,4.0,1.0,2.0,1.0,5.0,0,0,1,1,2,1,1,1,9,1,1.0,1.0,0,0
10146,10146,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,5.0,5.0,4.0,0,1,1,0,2,0,1,0,3,0,1.0,1.0,0,0
10147,10147,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,4.0,2.0,2.0,4,0,3,1,2,1,0,0,4,0,0.0,0.0,0,0
10148,10148,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,2.0,1.0,2.0,4,0,0,0,2,1,1,1,3,1,3.0,0.0,0,1
10149,10149,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,2.0,0,0,3,0,2,0,0,0,3,2,1.0,2.0,0,0
10150,10150,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.0,5.0,3.0,4.0,1,1,1,0,2,0,0,1,4,2,3.0,1.0,1,1
10151,10151,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,4.0,1.0,4.0,2,0,3,0,0,1,0,0,8,2,1.0,0.0,0,0
10152,10152,3.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,1.0,4.0,2.0,1.0,3,0,3,1,1,0,0,0,0,1,1.0,0.0,1,0
10153,10153,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,2.0,1.0,5.0,2.0,1.0,4,2,3,1,0,0,0,1,1,0,1.0,0.0,1,1
10154,10154,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,5.0,2.0,1.0,4,3,3,0,0,1,1,0,3,0,0.0,0.0,0,1
10155,10155,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,1.0,1.0,2.0,5.0,5.0,0,3,3,1,1,1,0,0,1,2,1.0,0.0,0,0
10156,10156,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,2.0,5.0,4.0,2.0,1,3,3,0,0,0,0,1,3,2,1.0,1.0,0,1
10157,10157,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,4.0,1.0,1.0,1,0,1,0,2,1,1,1,4,0,1.0,1.0,0,0
10158,10158,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,4.0,1.0,1.0,2,0,3,1,1,0,0,0,1,2,3.0,1.0,0,0
10159,10159,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,2.0,1.0,1.0,0,3,3,1,0,1,1,0,5,2,1.0,0.0,0,0
10160,10160,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,5.0,4.0,2.0,1,3,0,1,0,1,0,1,7,1,0.0,0.0,0,0
10161,10161,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,4.0,1.0,4.0,2,0,0,0,2,1,1,1,4,2,0.0,0.0,0,0
10162,10162,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,3,3,1,0,1,0,0,3,0,0.0,0.0,0,0
10163,10163,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,5.0,1.0,1.0,4,2,3,0,0,1,1,1,5,1,0.0,0.0,0,1
10164,10164,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,5.0,3.0,3.0,4,2,3,1,0,0,1,0,8,2,1.0,0.0,0,1
10165,10165,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,4.0,4.0,4.0,0,1,1,0,2,1,0,1,7,0,2.0,2.0,0,0
10166,10166,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,2.0,2.0,2.0,4,0,3,0,0,1,1,1,6,0,0.0,0.0,0,1
10167,10167,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,2.0,2.0,1.0,4,0,0,1,0,1,0,0,9,0,0.0,0.0,0,0
10168,10168,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,4.0,4.0,4.0,4.0,4,3,3,1,0,0,0,1,6,2,1.0,0.0,0,1
10169,10169,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2,3,3,1,0,1,1,0,1,0,1.0,0.0,0,0
10170,10170,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,5.0,2.0,1.0,5.0,2.0,1.0,0,3,3,0,0,1,1,0,1,0,1.0,1.0,1,1
10171,10171,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,5.0,4.0,4.0,3,2,3,1,1,0,0,1,8,2,1.0,0.0,0,1
10172,10172,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,5.0,5.0,2.0,5.0,2.0,1.0,0,3,3,0,0,0,1,1,2,0,1.0,2.0,0,0
10173,10173,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,5.0,5.0,4.0,1,2,3,0,0,1,0,0,0,1,0.0,1.0,0,1
10174,10174,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,5.0,2.0,2.0,0,0,3,1,0,1,1,0,1,2,0.0,0.0,0,0
10175,10175,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,5.0,2.0,2.0,0,0,3,0,0,1,1,0,4,2,0.0,0.0,0,0
10176,10176,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,4.0,1.0,2.0,4,1,3,1,0,1,0,0,7,1,0.0,0.0,0,0
10177,10177,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,5.0,5.0,1.0,1,3,3,1,1,0,0,0,8,2,1.0,1.0,0,1
10178,10178,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,4.0,4.0,2.0,4,2,3,0,1,0,0,0,9,0,1.0,0.0,0,1
10179,10179,3.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,4.0,4.0,2.0,1,2,3,1,1,0,0,0,7,1,1.0,0.0,0,0
10180,10180,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,1.0,5.0,4.0,4.0,3,2,3,0,0,1,0,0,4,0,0.0,0.0,0,1
10181,10181,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,2.0,2.0,5.0,4.0,1.0,4,3,3,0,0,1,0,1,5,2,0.0,0.0,0,0
10182,10182,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,2.0,4.0,2.0,1.0,0,1,2,1,0,1,0,0,8,1,2.0,1.0,0,0
10183,10183,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,4.0,1.0,1.0,2,3,3,0,1,1,0,0,6,0,2.0,0.0,0,0
10184,10184,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0,1.0,5.0,4.0,1.0,2,2,3,1,1,0,0,0,3,1,0.0,0.0,0,1
10185,10185,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,4.0,2.0,1.0,1,0,3,1,0,1,0,0,5,1,1.0,1.0,0,1
10186,10186,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,5.0,1.0,1.0,3,0,1,1,0,0,0,0,2,0,1.0,0.0,0,0
10187,10187,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,4.0,2.0,5.0,2.0,1.0,4,2,3,0,0,1,0,1,1,0,0.0,0.0,0,0
10188,10188,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,4.0,5.0,2.0,1.0,0,2,1,1,1,0,0,0,8,1,1.0,3.0,1,0
10189,10189,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,4.0,2.0,5.0,4.0,1.0,4,3,3,1,0,1,0,1,6,2,0.0,0.0,0,1
10190,10190,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.0,5.0,5.0,5.0,4,1,3,0,0,0,0,1,6,2,1.0,0.0,1,1
10191,10191,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,4.0,2.0,1.0,4.0,1,2,3,0,0,0,0,1,4,1,1.0,3.0,0,0
10192,10192,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,2.0,4.0,4.0,2.0,3,2,3,1,1,1,0,0,9,0,0.0,0.0,1,1
10193,10193,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,1.0,4.0,4.0,1.0,0,1,3,1,1,1,1,0,5,2,0.0,0.0,0,0
10194,10194,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,4.0,2.0,2.0,3,3,3,1,0,0,0,0,1,0,2.0,0.0,0,0
10195,10195,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,4.0,1.0,4.0,2.0,1.0,4,2,2,1,0,0,0,1,7,1,1.0,0.0,1,1
10196,10196,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,5.0,2.0,4.0,5.0,2.0,2.0,0,2,3,1,1,1,1,0,0,0,0.0,0.0,1,1
10197,10197,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,2.0,4.0,4.0,4.0,4.0,4,3,3,0,1,0,1,1,8,1,1.0,0.0,1,1
10198,10198,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,4.0,2.0,4.0,5.0,2.0,4,0,3,0,0,1,1,1,9,2,0.0,0.0,1,1
10199,10199,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,1.0,4.0,4.0,2.0,4,0,2,0,0,1,0,1,3,0,0.0,0.0,0,0
10200,10200,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,4.0,4.0,5.0,4.0,4.0,3,1,3,0,2,1,1,1,6,2,0.0,0.0,0,0
10201,10201,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,5.0,4.0,2.0,4,0,3,1,2,0,1,1,6,0,1.0,0.0,0,1
10202,10202,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,2.0,5.0,4.0,1.0,1,2,0,0,1,0,0,0,5,1,2.0,2.0,0,0
10203,10203,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,4.0,2.0,4.0,4.0,2.0,4,3,3,0,2,1,1,1,1,1,0.0,0.0,1,1
10204,10204,3.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,2.0,4.0,4.0,2.0,4.0,3,2,2,1,0,1,1,0,7,0,0.0,0.0,1,1
10205,10205,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,4.0,2.0,2.0,0,2,3,1,0,1,0,0,6,1,0.0,0.0,0,1
10206,10206,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,2.0,5.0,4.0,1.0,3,2,3,0,1,0,0,0,3,1,1.0,0.0,0,0
10207,10207,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,5.0,4.0,5.0,4.0,0,2,1,0,0,0,1,1,7,0,1.0,2.0,0,1
10208,10208,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,1.0,2.0,5.0,4.0,2.0,2,2,3,0,1,0,0,0,6,2,2.0,1.0,0,1
10209,10209,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,4.0,1.0,1.0,3,2,3,1,0,0,0,1,5,0,1.0,0.0,0,0
10210,10210,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,2.0,5.0,1.0,1.0,4,0,3,0,2,1,0,1,4,2,0.0,0.0,0,1
10211,10211,3.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,4.0,4.0,2.0,2.0,2,0,3,0,1,1,0,0,1,0,1.0,1.0,1,0
10212,10212,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,4.0,5.0,4.0,2.0,2,2,3,0,0,0,0,0,5,0,2.0,1.0,0,0
